Date,people_fully_vaccinated,Percentage,State
2021-01-12,10591,0.0008271569262970455,Pennsylvania
2021-01-13,18051,0.0014097828039456109,Pennsylvania
2021-01-15,66941,0.00522809100210089,Pennsylvania
2021-01-19,79526,0.006210979295694348,Pennsylvania
2021-01-20,85290,0.006661147601159004,Pennsylvania
2021-01-21,96395,0.0075284479190259376,Pennsylvania
2021-01-22,112692,0.008801243351738897,Pennsylvania
2021-01-23,122849,0.009594504885153976,Pennsylvania
2021-01-24,131908,0.010302012636577346,Pennsylvania
2021-01-25,135939,0.01061683367046493,Pennsylvania
2021-01-26,141304,0.011035840082473585,Pennsylvania
2021-01-27,156798,0.012245921228356542,Pennsylvania
2021-01-28,159259,0.012438125287993691,Pennsylvania
2021-01-29,193432,0.015107036027522438,Pennsylvania
2021-01-30,209964,0.016398184956381158,Pennsylvania
2021-01-31,223489,0.01745448723455768,Pennsylvania
2021-02-01,231261,0.018061480307089137,Pennsylvania
2021-02-02,236995,0.018509305613045826,Pennsylvania
2021-02-03,237876,0.018578111698596543,Pennsylvania
2021-02-04,257255,0.02009161128076163,Pennsylvania
2021-02-05,275444,0.021512171882443903,Pennsylvania
2021-02-06,298741,0.023331667200349886,Pennsylvania
2021-02-07,321336,0.02509633632976937,Pennsylvania
2021-02-08,328907,0.025687631305597425,Pennsylvania
2021-02-09,340234,0.026572269819823337,Pennsylvania
2021-02-10,356869,0.02787146304699276,Pennsylvania
2021-02-11,373882,0.029200178067962605,Pennsylvania
2021-02-12,399610,0.031209534445997767,Pennsylvania
2021-02-13,403898,0.03154442717567029,Pennsylvania
2021-02-14,453485,0.03541717106239408,Pennsylvania
2021-02-16,457037,0.03569458220413774,Pennsylvania
2021-02-17,498866,0.03896142641810045,Pennsylvania
2021-02-18,518285,0.0404780499996095,Pennsylvania
2021-02-19,577183,0.0450779828336236,Pennsylvania
2021-02-20,596337,0.04657390991947892,Pennsylvania
2021-02-21,631998,0.04935903343460298,Pennsylvania
2021-02-22,654674,0.051130028662693984,Pennsylvania
2021-02-23,667307,0.05211666575550019,Pennsylvania
2021-02-24,689403,0.05384236299310377,Pennsylvania
2021-02-25,718962,0.05615092040830672,Pennsylvania
2021-02-26,752848,0.058797416452542536,Pennsylvania
2021-02-27,800575,0.06252489436977217,Pennsylvania
2021-02-28,833444,0.06509196273068782,Pennsylvania
2021-03-01,871814,0.0680886591013816,Pennsylvania
2021-03-02,888877,0.06942127912153137,Pennsylvania
2021-03-03,915065,0.07146656149202209,Pennsylvania
2021-03-04,950079,0.07420115431775759,Pennsylvania
2021-03-05,988025,0.07716473629540538,Pennsylvania
2021-03-06,1033492,0.08071570824970127,Pennsylvania
2021-03-07,1038966,0.08114322755992223,Pennsylvania
2021-03-08,1043146,0.08146968549136605,Pennsylvania
2021-03-09,1117905,0.08730836216524394,Pennsylvania
2021-03-10,1161950,0.09074827594286206,Pennsylvania
2021-03-11,1203908,0.09402519505470903,Pennsylvania
2021-03-12,1211482,0.09461672433048787,Pennsylvania
2021-03-13,1341625,0.104780890496013,Pennsylvania
2021-03-14,1378528,0.107663014190767,Pennsylvania
2021-03-15,1422010,0.11105895767761888,Pennsylvania
2021-03-16,1442681,0.11267336243859387,Pennsylvania
2021-03-17,1538429,0.12015127966823128,Pennsylvania
2021-03-18,1580677,0.12345084777532195,Pennsylvania
2021-03-19,1587925,0.12401691645644755,Pennsylvania
2021-03-20,1596830,0.12471239681039667,Pennsylvania
2021-03-21,1599223,0.12489929007114907,Pennsylvania
2021-03-22,1639030,0.12800821611827462,Pennsylvania
2021-03-23,1782548,0.13921696956443638,Pennsylvania
2021-03-24,1828033,0.14276934731843707,Pennsylvania
2021-03-25,1843196,0.14395357736974876,Pennsylvania
2021-03-26,1899063,0.14831678915347427,Pennsylvania
2021-03-27,1954462,0.15264345014487546,Pennsylvania
2021-03-28,2007637,0.15679641677275247,Pennsylvania
2021-03-29,2055405,0.16052709678930968,Pennsylvania
2021-03-30,2084919,0.16283213970525065,Pennsylvania
2021-03-31,2128284,0.16621894549402144,Pennsylvania
2021-04-01,2197732,0.17164283315500506,Pennsylvania
2021-04-02,2255292,0.17613826821096368,Pennsylvania
2021-04-03,2327675,0.18179137932381034,Pennsylvania
2021-04-04,2379746,0.1858581235697941,Pennsylvania
2021-04-05,2424161,0.1893269343413438,Pennsylvania
2021-04-06,2448811,0.1912520989370592,Pennsylvania
2021-04-07,2461399,0.1922352215306035,Pennsylvania
2021-04-08,2479698,0.19366437313048165,Pennsylvania
2021-04-09,2512316,0.19621183839551395,Pennsylvania
2021-04-10,2775652,0.2167783756765411,Pennsylvania
2021-04-11,2837612,0.22161745066033536,Pennsylvania
2021-04-12,2911810,0.2274123132434142,Pennsylvania
2021-04-13,2982784,0.2329553814793699,Pennsylvania
2021-04-14,3050358,0.2382329097710889,Pennsylvania
2021-04-15,3115062,0.2432862911098789,Pennsylvania
2021-04-16,3179766,0.2483396724486688,Pennsylvania
2021-04-17,3244469,0.2533929756874751,Pennsylvania
2021-04-18,3309173,0.258446357026265,Pennsylvania
2021-04-19,3373877,0.26349973836505497,Pennsylvania
2021-04-20,3438581,0.2685531197038449,Pennsylvania
2021-04-21,3503284,0.2736064229426512,Pennsylvania
2021-04-22,3567988,0.2786598042814411,Pennsylvania
2021-04-23,3632692,0.283713185620231,Pennsylvania
2021-04-24,3697396,0.2887665669590209,Pennsylvania
2021-04-25,3762099,0.29381987019782724,Pennsylvania
2021-04-26,3826803,0.2988732515366172,Pennsylvania
2021-04-27,3891507,0.3039266328754071,Pennsylvania
2021-04-28,3956211,0.308980014214197,Pennsylvania
2021-04-29,4020914,0.3140333174530033,Pennsylvania
2021-04-30,4085618,0.31908669879179324,Pennsylvania
2021-05-01,4150322,0.32414008013058315,Pennsylvania
2021-05-02,4215026,0.3291934614693731,Pennsylvania
2021-05-03,4279729,0.33424676470817943,Pennsylvania
2021-05-04,4344433,0.3393001460469693,Pennsylvania
2021-05-05,4409137,0.34435352738575925,Pennsylvania
2021-05-06,4473841,0.3494069087245492,Pennsylvania
2021-05-07,4538544,0.3544602119633555,Pennsylvania
2021-05-08,4603248,0.3595135933021454,Pennsylvania
2021-05-09,4667952,0.36456697464093535,Pennsylvania
2021-05-10,4732656,0.3696203559797253,Pennsylvania
2021-05-11,4797359,0.3746736592185316,Pennsylvania
2021-05-12,4862063,0.3797270405573215,Pennsylvania
2021-05-13,4926767,0.3847804218961114,Pennsylvania
2021-05-14,4991471,0.3898338032349013,Pennsylvania
2021-05-15,5056174,0.3948871064737076,Pennsylvania
2021-05-16,5120878,0.3999404878124976,Pennsylvania
2021-05-17,5185582,0.4049938691512875,Pennsylvania
2021-05-18,5250286,0.4100472504900774,Pennsylvania
2021-05-19,5314989,0.4151005537288837,Pennsylvania
2021-05-20,5379693,0.4201539350676736,Pennsylvania
2021-05-21,5444397,0.4252073164064635,Pennsylvania
2021-05-22,5509101,0.4302606977452535,Pennsylvania
2021-05-23,5573804,0.4353140009840598,Pennsylvania
2021-05-24,5638508,0.4403673823228497,Pennsylvania
2021-05-25,5703212,0.4454207636616396,Pennsylvania
2021-05-26,5767916,0.4504741450004296,Pennsylvania
2021-05-27,5832619,0.4555274482392359,Pennsylvania
2021-05-28,5897323,0.4605808295780258,Pennsylvania
2021-05-29,5962027,0.4656342109168157,Pennsylvania
2021-05-30,6026731,0.4706875922556056,Pennsylvania
2021-05-31,6091434,0.475740895494412,Pennsylvania
2021-06-01,6156138,0.4807942768332018,Pennsylvania
2021-06-02,6220842,0.4858476581719918,Pennsylvania
2021-06-03,6285546,0.4909010395107817,Pennsylvania
2021-06-04,6350250,0.4959544208495717,Pennsylvania
2021-06-05,6414953,0.5010077240883779,Pennsylvania
2021-06-06,6479657,0.5060611054271679,Pennsylvania
2021-06-07,6544361,0.5111144867659578,Pennsylvania
2021-06-08,6609065,0.5161678681047477,Pennsylvania
2021-06-09,6673768,0.5212211713435541,Pennsylvania
2021-06-10,6738472,0.5262745526823439,Pennsylvania
2021-06-11,6803176,0.5313279340211339,Pennsylvania
2021-06-12,6867880,0.5363813153599237,Pennsylvania
2021-06-13,6932583,0.5414346185987301,Pennsylvania
2021-06-14,6997287,0.5464879999375201,Pennsylvania
2021-06-15,7061991,0.5515413812763099,Pennsylvania
2021-06-16,7126695,0.5565947626150999,Pennsylvania
2021-06-17,7191398,0.5616480658539061,Pennsylvania
2021-06-18,7256102,0.5667014471926961,Pennsylvania
2021-06-19,7320806,0.571754828531486,Pennsylvania
2021-06-20,7385510,0.5768082098702759,Pennsylvania
2021-06-21,7450213,0.5818615131090823,Pennsylvania
2021-06-22,7514917,0.5869148944478721,Pennsylvania
2021-06-23,7579621,0.5919682757866621,Pennsylvania
2021-06-24,7644325,0.597021657125452,Pennsylvania
2021-06-25,7709028,0.6020749603642583,Pennsylvania
2021-06-26,7773732,0.6071283417030482,Pennsylvania
2021-06-27,7838436,0.6121817230418382,Pennsylvania
2021-06-28,7903140,0.6172351043806281,Pennsylvania
2021-06-29,7967843,0.6222884076194344,Pennsylvania
2021-06-30,8032547,0.6273417889582243,Pennsylvania
2021-07-01,8097251,0.6323951702970142,Pennsylvania
2021-07-02,8161955,0.6374485516358042,Pennsylvania
2021-07-03,8226658,0.6425018548746104,Pennsylvania
2021-07-04,8291362,0.6475552362134004,Pennsylvania
2021-07-05,8356066,0.6526086175521904,Pennsylvania
2021-07-06,8420770,0.6576619988909802,Pennsylvania
2021-07-07,8485473,0.6627153021297866,Pennsylvania
2021-07-08,8550177,0.6677686834685764,Pennsylvania
2021-07-09,8614881,0.6728220648073664,Pennsylvania
2021-07-10,8679585,0.6778754461461564,Pennsylvania
2021-07-11,8744288,0.6829287493849626,Pennsylvania
2021-07-12,8808992,0.6879821307237526,Pennsylvania
2021-07-13,8873696,0.6930355120625424,Pennsylvania
2021-07-14,8938400,0.6980888934013324,Pennsylvania
2021-07-15,9003103,0.7031421966401387,Pennsylvania
2021-07-16,9067807,0.7081955779789286,Pennsylvania
2021-07-17,9132511,0.7132489593177186,Pennsylvania
2021-07-18,9197215,0.7183023406565084,Pennsylvania
2021-07-19,9261919,0.7233557219952984,Pennsylvania
2021-07-20,9326622,0.7284090252341047,Pennsylvania
2021-07-21,9391326,0.7334624065728946,Pennsylvania
2021-07-22,9456030,0.7385157879116845,Pennsylvania
2021-07-23,9520734,0.7435691692504744,Pennsylvania
2021-07-24,9585437,0.7486224724892808,Pennsylvania
2021-07-25,9650141,0.7536758538280707,Pennsylvania
2021-07-26,9714845,0.7587292351668606,Pennsylvania
2021-07-27,9779549,0.7637826165056505,Pennsylvania
2021-07-28,9844252,0.7688359197444569,Pennsylvania
2021-07-29,9908956,0.7738893010832468,Pennsylvania
2021-07-30,9973660,0.7789426824220367,Pennsylvania
2021-07-31,10038364,0.7839960637608266,Pennsylvania
2021-08-01,10103067,0.7890493669996329,Pennsylvania
2021-08-02,10167771,0.7941027483384229,Pennsylvania
2021-08-03,10232475,0.7991561296772127,Pennsylvania
2021-08-04,10297179,0.8042095110160027,Pennsylvania
2021-08-05,10361882,0.8092628142548091,Pennsylvania
2021-08-06,10426586,0.8143161955935989,Pennsylvania
2021-08-07,10491290,0.8193695769323889,Pennsylvania
2021-08-08,10555994,0.8244229582711787,Pennsylvania
2021-08-09,10620697,0.8294762615099851,Pennsylvania
2021-08-10,10685401,0.8345296428487751,Pennsylvania
2021-08-11,10750105,0.8395830241875649,Pennsylvania
2021-08-12,10814809,0.8446364055263549,Pennsylvania
2021-08-13,10879512,0.8496897087651611,Pennsylvania
2021-08-14,10944216,0.8547430901039511,Pennsylvania
2021-08-15,11008920,0.859796471442741,Pennsylvania
2021-08-16,11073624,0.8648498527815309,Pennsylvania
2021-08-17,11138327,0.8699031560203372,Pennsylvania
2021-08-18,11203031,0.8749565373591272,Pennsylvania
2021-08-19,11267735,0.8800099186979171,Pennsylvania
2021-08-20,11332439,0.8850633000367071,Pennsylvania
2021-08-21,11397142,0.8901166032755133,Pennsylvania
2021-08-22,11461846,0.8951699846143032,Pennsylvania
2021-08-23,11526550,0.9002233659530932,Pennsylvania
2021-08-24,11591254,0.9052767472918832,Pennsylvania
2021-08-25,11655957,0.9103300505306894,Pennsylvania
2021-08-26,11720661,0.9153834318694792,Pennsylvania
2021-08-27,11785365,0.9204368132082692,Pennsylvania
2021-08-28,11850069,0.9254901945470592,Pennsylvania
2021-08-29,11914772,0.9305434977858654,Pennsylvania
2021-08-30,11979476,0.9355968791246554,Pennsylvania
2021-08-31,12044180,0.9406502604634454,Pennsylvania
2021-09-01,12108884,0.9457036418022352,Pennsylvania
2021-09-02,12173587,0.9507569450410416,Pennsylvania
2021-09-03,12238291,0.9558103263798314,Pennsylvania
2021-09-04,12302995,0.9608637077186214,Pennsylvania
2021-09-05,12367699,0.9659170890574112,Pennsylvania
2021-09-06,12432403,0.9709704703962012,Pennsylvania
2021-09-07,12497106,0.9760237736350076,Pennsylvania
2021-09-08,12561810,0.9810771549737974,Pennsylvania
2021-09-09,12626514,0.9861305363125874,Pennsylvania
2021-09-10,12691218,0.9911839176513773,Pennsylvania
2021-09-11,12755921,0.9962372208901836,Pennsylvania
2021-01-12,100089,0.002526638645916165,California
2021-01-13,133689,0.003374834336779128,California
2021-01-15,204374,0.0051592007775127175,California
2021-01-19,260838,0.0065845734408724295,California
2021-01-20,273276,0.006898557310007952,California
2021-01-21,293834,0.007417521804435356,California
2021-01-22,321839,0.008124477766418014,California
2021-01-23,341731,0.008626629810544384,California
2021-01-24,356382,0.008996478473247756,California
2021-01-25,371482,0.009377661655748671,California
2021-01-26,387563,0.009783609123152459,California
2021-01-27,417606,0.010542012192813057,California
2021-01-28,458585,0.01157648276471405,California
2021-01-29,487552,0.012307723377131534,California
2021-01-30,524350,0.013236649122142705,California
2021-01-31,558977,0.014110770318199604,California
2021-02-01,581985,0.014691582415085766,California
2021-02-02,592045,0.014945536243957237,California
2021-02-03,613845,0.015495853686243325,California
2021-02-04,625189,0.015782220707587058,California
2021-02-05,675027,0.017040327161195048,California
2021-02-06,727993,0.01837739659459528,California
2021-02-07,808832,0.0204180897926212,California
2021-02-08,847993,0.02140666691910586,California
2021-02-09,875340,0.022097012382142445,California
2021-02-10,928615,0.023441882186628297,California
2021-02-11,990128,0.02499471139889179,California
2021-02-12,1081040,0.027289686596741008,California
2021-02-13,1178577,0.029751902760422583,California
2021-02-14,1287390,0.03249876935893067,California
2021-02-16,1456222,0.03676075075416209,California
2021-02-17,1507829,0.03806351370113724,California
2021-02-18,1581541,0.0399242934858066,California
2021-02-19,1753917,0.044275739331288574,California
2021-02-20,1864867,0.04707655218549232,California
2021-02-21,1974488,0.049843815870852105,California
2021-02-22,2045420,0.05163441755967031,California
2021-02-23,2102729,0.053081121334898465,California
2021-02-24,2170406,0.05478955406616432,California
2021-02-25,2259934,0.057049591679604175,California
2021-02-26,2380502,0.06009320055031744,California
2021-02-27,2502426,0.06317104017569768,California
2021-02-28,2609341,0.06586999381523975,California
2021-03-01,2740495,0.0691808348164136,California
2021-03-02,2900991,0.07323238289976902,California
2021-03-03,2992863,0.07555159226021432,California
2021-03-04,3042381,0.0768016206596236,California
2021-03-05,3124031,0.07886278667625936,California
2021-03-06,3259014,0.08227028664470445,California
2021-03-07,3347266,0.08449811301702702,California
2021-03-08,3406971,0.08600530122306789,California
2021-03-09,3444791,0.08696002625367615,California
2021-03-10,3485179,0.08797957766922893,California
2021-03-11,3541495,0.08940121423252173,California
2021-03-12,3614744,0.09125030608252237,California
2021-03-13,3819191,0.09641134966614916,California
2021-03-14,3819878,0.09642869223875697,California
2021-03-15,4002159,0.10103017910560794,California
2021-03-16,4153287,0.10484524215229657,California
2021-03-17,4347379,0.10974488495083748,California
2021-03-18,4517256,0.1140332462418115,California
2021-03-19,4644718,0.11725088669266792,California
2021-03-20,4792324,0.12097704065533214,California
2021-03-21,4980526,0.12572799676877833,California
2021-03-22,5102480,0.1288065937117397,California
2021-03-23,5203432,0.13135501786007295,California
2021-03-24,5337045,0.1347279336589799,California
2021-03-25,5481297,0.13836941951607407,California
2021-03-26,5665179,0.14301132189783786,California
2021-03-27,5830902,0.14719481994774508,California
2021-03-28,5983249,0.15104065533214686,California
2021-03-29,6131336,0.15477895162002853,California
2021-03-30,6228491,0.1572315246065104,California
2021-03-31,6348325,0.1602566044404054,California
2021-04-01,6485628,0.16372267030179105,California
2021-04-02,6637438,0.16755494970149065,California
2021-04-03,6817086,0.17208996932863796,California
2021-04-04,7020160,0.17721635301096847,California
2021-04-05,7166145,0.18090158658033245,California
2021-04-06,7249897,0.18301581531548589,California
2021-04-07,7422738,0.18737899958347531,California
2021-04-08,7599559,0.19184265465056105,California
2021-04-09,7822226,0.19746364244512604,California
2021-04-10,8110488,0.20474050513082664,California
2021-04-11,8332396,0.21034233279058906,California
2021-04-12,8459357,0.21354732603784066,California
2021-04-13,8553174,0.2159156348214624,California
2021-04-14,8696655,0.2195376576167216,California
2021-04-15,8852890,0.2234816413596375,California
2021-04-16,9012510,0.227511075769624,California
2021-04-17,9173028,0.2315631792192056,California
2021-04-18,9333784,0.23562129072159746,California
2021-04-19,9494604,0.23968101783482906,California
2021-04-20,9655441,0.24374117409469,California
2021-04-21,9816282,0.24780143133022836,California
2021-04-22,9977124,0.2518617138096861,California
2021-04-23,10137967,0.2559220215330632,California
2021-04-24,10298810,0.2599823292564404,California
2021-04-25,10459653,0.2640426369798175,California
2021-04-26,10620495,0.2681029194592752,California
2021-04-27,10781338,0.2721632271826524,California
2021-04-28,10942181,0.2762235349060295,California
2021-04-29,11103023,0.28028381738548724,California
2021-04-30,11263866,0.2843441251088644,California
2021-05-01,11424709,0.28840443283224154,California
2021-05-02,11585552,0.29246474055561866,California
2021-05-03,11746394,0.29652502303507644,California
2021-05-04,11907237,0.3005853307584536,California
2021-05-05,12068080,0.3046456384818307,California
2021-05-06,12228923,0.3087059462052078,California
2021-05-07,12389765,0.3127662286846656,California
2021-05-08,12550608,0.3168265364080427,California
2021-05-09,12711451,0.3208868441314198,California
2021-05-10,12872294,0.324947151854797,California
2021-05-11,13033136,0.3290074343342547,California
2021-05-12,13193979,0.33306774205763184,California
2021-05-13,13354822,0.33712804978100896,California
2021-05-14,13515665,0.3411883575043861,California
2021-05-15,13676507,0.3452486399838439,California
2021-05-16,13837350,0.34930894770722104,California
2021-05-17,13998193,0.35336925543059816,California
2021-05-18,14159036,0.3574295631539753,California
2021-05-19,14319878,0.36148984563343306,California
2021-05-20,14480721,0.3655501533568102,California
2021-05-21,14641564,0.3696104610801873,California
2021-05-22,14802407,0.3736707688035644,California
2021-05-23,14963249,0.3777310512830222,California
2021-05-24,15124092,0.3817913590063993,California
2021-05-25,15284935,0.3858516667297765,California
2021-05-26,15445778,0.3899119744531536,California
2021-05-27,15606620,0.39397225693261134,California
2021-05-28,15767463,0.3980325646559885,California
2021-05-29,15928306,0.4020928723793656,California
2021-05-30,16089149,0.4061531801027428,California
2021-05-31,16249991,0.4102134625822005,California
2021-06-01,16410834,0.4142737703055777,California
2021-06-02,16571677,0.4183340780289548,California
2021-06-03,16732520,0.4223943857523319,California
2021-06-04,16893362,0.4264546682317897,California
2021-06-05,17054205,0.4305149759551668,California
2021-06-06,17215048,0.4345752836785439,California
2021-06-07,17375891,0.43863559140192093,California
2021-06-08,17536733,0.4426958738813788,California
2021-06-09,17697576,0.446756181604756,California
2021-06-10,17858419,0.450816489328133,California
2021-06-11,18019262,0.4548767970515102,California
2021-06-12,18180104,0.458937079530968,California
2021-06-13,18340947,0.4629973872543451,California
2021-06-14,18501790,0.4670576949777223,California
2021-06-15,18662633,0.4711180027010994,California
2021-06-16,18823475,0.4751782851805572,California
2021-06-17,18984318,0.4792385929039343,California
2021-06-18,19145161,0.4832989006273114,California
2021-06-19,19306004,0.4873592083506885,California
2021-06-20,19466846,0.4914194908301463,California
2021-06-21,19627689,0.4954797985535234,California
2021-06-22,19788532,0.4995401062769005,California
2021-06-23,19949375,0.5036004140002777,California
2021-06-24,20110217,0.5076606964797354,California
2021-06-25,20271060,0.5117210042031126,California
2021-06-26,20431903,0.5157813119264897,California
2021-06-27,20592746,0.5198416196498669,California
2021-06-28,20753588,0.5239019021293246,California
2021-06-29,20914431,0.5279622098527017,California
2021-06-30,21075274,0.5320225175760789,California
2021-07-01,21236117,0.536082825299456,California
2021-07-02,21396959,0.5401431077789137,California
2021-07-03,21557802,0.5442034155022909,California
2021-07-04,21718645,0.548263723225668,California
2021-07-05,21879488,0.5523240309490451,California
2021-07-06,22040330,0.5563843134285029,California
2021-07-07,22201173,0.5604446211518801,California
2021-07-08,22362016,0.5645049288752572,California
2021-07-09,22522859,0.5685652365986343,California
2021-07-10,22683701,0.5726255190780921,California
2021-07-11,22844544,0.5766858268014692,California
2021-07-12,23005387,0.5807461345248464,California
2021-07-13,23166230,0.5848064422482234,California
2021-07-14,23327072,0.5888667247276812,California
2021-07-15,23487915,0.5929270324510584,California
2021-07-16,23648758,0.5969873401744354,California
2021-07-17,23809601,0.6010476478978126,California
2021-07-18,23970443,0.6051079303772704,California
2021-07-19,24131286,0.6091682381006475,California
2021-07-20,24292129,0.6132285458240246,California
2021-07-21,24452972,0.6172888535474018,California
2021-07-22,24613814,0.6213491360268595,California
2021-07-23,24774657,0.6254094437502367,California
2021-07-24,24935500,0.6294697514736138,California
2021-07-25,25096343,0.6335300591969909,California
2021-07-26,25257185,0.6375903416764487,California
2021-07-27,25418028,0.6416506493998259,California
2021-07-28,25578871,0.6457109571232029,California
2021-07-29,25739714,0.6497712648465801,California
2021-07-30,25900556,0.6538315473260379,California
2021-07-31,26061399,0.6578918550494149,California
2021-08-01,26222242,0.6619521627727921,California
2021-08-02,26383085,0.6660124704961692,California
2021-08-03,26543927,0.6700727529756271,California
2021-08-04,26704770,0.6741330606990041,California
2021-08-05,26865613,0.6781933684223812,California
2021-08-06,27026456,0.6822536761457584,California
2021-08-07,27187298,0.6863139586252162,California
2021-08-08,27348141,0.6903742663485933,California
2021-08-09,27508984,0.6944345740719704,California
2021-08-10,27669827,0.6984948817953476,California
2021-08-11,27830669,0.7025551642748054,California
2021-08-12,27991512,0.7066154719981824,California
2021-08-13,28152355,0.7106757797215596,California
2021-08-14,28313198,0.7147360874449367,California
2021-08-15,28474040,0.7187963699243944,California
2021-08-16,28634883,0.7228566776477716,California
2021-08-17,28795726,0.7269169853711487,California
2021-08-18,28956569,0.7309772930945259,California
2021-08-19,29117411,0.7350375755739836,California
2021-08-20,29278254,0.7390978832973607,California
2021-08-21,29439097,0.7431581910207379,California
2021-08-22,29599940,0.7472184987441151,California
2021-08-23,29760782,0.7512787812235727,California
2021-08-24,29921625,0.7553390889469499,California
2021-08-25,30082468,0.7593993966703271,California
2021-08-26,30243311,0.7634597043937041,California
2021-08-27,30404153,0.7675199868731619,California
2021-08-28,30564996,0.7715802945965391,California
2021-08-29,30725839,0.7756406023199162,California
2021-08-30,30886682,0.7797009100432933,California
2021-08-31,31047524,0.7837611925227511,California
2021-09-01,31208367,0.7878215002461282,California
2021-09-02,31369210,0.7918818079695054,California
2021-09-03,31530053,0.7959421156928824,California
2021-09-04,31690895,0.8000023981723402,California
2021-09-05,31851738,0.8040627058957174,California
2021-09-06,32012581,0.8081230136190946,California
2021-09-07,32173424,0.8121833213424716,California
2021-09-08,32334266,0.8162436038219294,California
2021-09-09,32495109,0.8203039115453066,California
2021-09-10,32655952,0.8243642192686836,California
2021-09-11,32816795,0.8284245269920608,California
2021-01-12,4813,0.0011220578910067515,Oregon
2021-01-13,7014,0.0016351784848371814,Oregon
2021-01-15,12795,0.002982906859636689,Oregon
2021-01-19,23866,0.005563896452683801,Oregon
2021-01-20,23866,0.005563896452683801,Oregon
2021-01-21,23866,0.005563896452683801,Oregon
2021-01-22,34536,0.008051400649035772,Oregon
2021-01-23,37983,0.008855002051549852,Oregon
2021-01-24,40348,0.009406356074452608,Oregon
2021-01-25,42426,0.009890801596478795,Oregon
2021-01-26,43942,0.01024422768473274,Oregon
2021-01-27,48261,0.011251119027192363,Oregon
2021-01-28,53662,0.012510257749263306,Oregon
2021-01-29,58664,0.013676377335969265,Oregon
2021-01-30,66188,0.015430452459994776,Oregon
2021-01-31,74927,0.017467781342086614,Oregon
2021-02-01,79522,0.018539016748106974,Oregon
2021-02-02,83898,0.019559196538475886,Oregon
2021-02-03,91240,0.021270841881457718,Oregon
2021-02-04,100414,0.02340958260285725,Oregon
2021-02-05,107146,0.024979018240143237,Oregon
2021-02-06,118378,0.027597541870267448,Oregon
2021-02-07,130687,0.030467147226677607,Oregon
2021-02-08,139700,0.03256835391100004,Oregon
2021-02-09,145517,0.03392447498974225,Oregon
2021-02-10,152361,0.03552002126151665,Oregon
2021-02-11,152361,0.03552002126151665,Oregon
2021-02-12,152361,0.03552002126151665,Oregon
2021-02-13,181841,0.04239271326793241,Oregon
2021-02-14,193105,0.04501869707933903,Oregon
2021-02-16,199679,0.04655129807154314,Oregon
2021-02-17,202959,0.04731596665298967,Oregon
2021-02-18,209930,0.048941120519228616,Oregon
2021-02-19,234021,0.05455747137155433,Oregon
2021-02-20,249241,0.058105720093998274,Oregon
2021-02-21,265789,0.06196356633966205,Oregon
2021-02-22,277357,0.06466042187325152,Oregon
2021-02-23,289506,0.06749272632324965,Oregon
2021-02-24,289751,0.06754984333619307,Oregon
2021-02-25,302615,0.07054883621171995,Oregon
2021-02-26,322835,0.0752627382595397,Oregon
2021-02-27,335419,0.07819645454884554,Oregon
2021-02-28,352906,0.08227321048901487,Oregon
2021-03-01,364170,0.0848991943004215,Oregon
2021-03-02,369954,0.08624762206721623,Oregon
2021-03-03,374752,0.08736618299824686,Oregon
2021-03-04,385738,0.08992735648476258,Oregon
2021-03-05,397904,0.09276362415606698,Oregon
2021-03-06,409610,0.09549265172143682,Oregon
2021-03-07,420302,0.09798528479242044,Oregon
2021-03-08,431930,0.10069612816591443,Oregon
2021-03-09,440717,0.10274464731992987,Oregon
2021-03-10,447042,0.10421919877653027,Oregon
2021-03-11,448006,0.10444393673766272,Oregon
2021-03-12,461440,0.10757581409228244,Oregon
2021-03-13,486303,0.11337214181804617,Oregon
2021-03-14,498278,0.11616388153232125,Oregon
2021-03-15,508427,0.11852992465216905,Oregon
2021-03-16,518520,0.12088291245477265,Oregon
2021-03-17,519950,0.12121628930583013,Oregon
2021-03-18,529551,0.12345457682121674,Oregon
2021-03-19,548689,0.1279162314894252,Oregon
2021-03-20,565879,0.1319237476220672,Oregon
2021-03-21,578990,0.13498032377186767,Oregon
2021-03-22,589589,0.1374512756909993,Oregon
2021-03-23,600466,0.13998703793502182,Oregon
2021-03-24,608702,0.14190710209258084,Oregon
2021-03-25,618399,0.1441677701518147,Oregon
2021-03-26,629470,0.1467487597448618,Oregon
2021-03-27,648511,0.15118780073855795,Oregon
2021-03-28,665111,0.15505776977880562,Oregon
2021-03-29,679516,0.15841601700921332,Oregon
2021-03-30,687942,0.16038037599313662,Oregon
2021-03-31,703262,0.1639519377820881,Oregon
2021-04-01,720833,0.16804827669812378,Oregon
2021-04-02,739353,0.17236585661531575,Oregon
2021-04-03,762016,0.17764929687791414,Oregon
2021-04-04,782997,0.1825406113618561,Oregon
2021-04-05,800917,0.18671831288000296,Oregon
2021-04-06,811749,0.18924358424409712,Oregon
2021-04-07,825601,0.19247291021671828,Oregon
2021-04-08,844551,0.19689073631989254,Oregon
2021-04-09,867782,0.20230659480025365,Oregon
2021-04-10,897440,0.2092207840650528,Oregon
2021-04-11,923545,0.21530666007683988,Oregon
2021-04-12,942416,0.21970606885747326,Oregon
2021-04-13,956243,0.2229295665634675,Oregon
2021-04-14,970014,0.22614000895221756,Oregon
2021-04-15,988037,0.2303417229288672,Oregon
2021-04-16,1007657,0.23491574657764186,Oregon
