Sport,Date,Season,Home_Team,Away_Team,Home_Team_Score,Away_Team_Score,Winner,Home_Team_Won,Attendance,During_COVID
Hockey,10/1/2009,2010,Boston Bruins,Washington Capitals,1,4,Away,0,17565,0
Hockey,10/1/2009,2010,Colorado Avalanche,San Jose Sharks,5,2,Home,1,18007,0
Hockey,10/1/2009,2010,Calgary Flames,Vancouver Canucks,5,3,Home,1,19289,0
Hockey,10/1/2009,2010,Toronto Maple Leafs,Montreal Canadiens,3,4,Away,0,19617,0
Hockey,10/2/2009,2010,Chicago Blackhawks,Florida Panthers,3,4,Away,0,12056,0
Hockey,10/2/2009,2010,Detroit Red Wings,St. Louis Blues,3,4,Away,0,13850,0
Hockey,10/2/2009,2010,Pittsburgh Penguins,New York Rangers,3,2,Home,1,17132,0
Hockey,10/2/2009,2010,Carolina Hurricanes,Philadelphia Flyers,0,2,Away,0,18680,0
Hockey,10/3/2009,2010,Florida Panthers,Chicago Blackhawks,0,4,Away,0,11526,0
Hockey,10/3/2009,2010,Colorado Avalanche,Vancouver Canucks,3,0,Home,1,13416,0
Hockey,10/3/2009,2010,St. Louis Blues,Detroit Red Wings,5,3,Home,1,13850,0
Hockey,10/3/2009,2010,New York Islanders,Pittsburgh Penguins,3,4,Away,0,16234,0
Hockey,10/3/2009,2010,Boston Bruins,Carolina Hurricanes,7,2,Home,1,16592,0
Hockey,10/3/2009,2010,Edmonton Oilers,Calgary Flames,3,4,Away,0,16839,0
Hockey,10/3/2009,2010,Anaheim Ducks,San Jose Sharks,1,4,Away,0,17281,0
Hockey,10/3/2009,2010,New Jersey Devils,Philadelphia Flyers,2,5,Away,0,17625,0
Hockey,10/3/2009,2010,Los Angeles Kings,Phoenix Coyotes,3,6,Away,0,18118,0
Hockey,10/3/2009,2010,Columbus Blue Jackets,Minnesota Wild,2,1,Home,1,18159,0
Hockey,10/3/2009,2010,New York Rangers,Ottawa Senators,5,2,Home,1,18200,0
Hockey,10/3/2009,2010,Washington Capitals,Toronto Maple Leafs,6,4,Home,1,18277,0
Hockey,10/3/2009,2010,Dallas Stars,Nashville Predators,2,3,Away,0,18532,0
Hockey,10/3/2009,2010,Atlanta Thrashers,Tampa Bay Lightning,6,3,Home,1,18545,0
Hockey,10/3/2009,2010,Buffalo Sabres,Montreal Canadiens,1,2,Away,0,18690,0
Hockey,10/5/2009,2010,New Jersey Devils,New York Rangers,2,3,Away,0,17625,0
Hockey,10/5/2009,2010,Vancouver Canucks,Columbus Blue Jackets,3,5,Away,0,18810,0
Hockey,10/6/2009,2010,Los Angeles Kings,San Jose Sharks,6,4,Home,1,15035,0
Hockey,10/6/2009,2010,Carolina Hurricanes,Tampa Bay Lightning,2,1,Home,1,16186,0
Hockey,10/6/2009,2010,Edmonton Oilers,Dallas Stars,5,4,Home,1,16839,0
Hockey,10/6/2009,2010,Minnesota Wild,Anaheim Ducks,4,3,Home,1,18256,0
Hockey,10/6/2009,2010,Toronto Maple Leafs,Ottawa Senators,1,2,Away,0,18830,0
Hockey,10/6/2009,2010,Calgary Flames,Montreal Canadiens,4,3,Home,1,19289,0
Hockey,10/6/2009,2010,Philadelphia Flyers,Washington Capitals,6,5,Home,1,19567,0
Hockey,10/7/2009,2010,Pittsburgh Penguins,Phoenix Coyotes,0,3,Away,0,16975,0
Hockey,10/7/2009,2010,Vancouver Canucks,Montreal Canadiens,7,1,Home,1,18810,0
Hockey,10/8/2009,2010,Nashville Predators,Colorado Avalanche,3,2,Home,1,14797,0
Hockey,10/8/2009,2010,Los Angeles Kings,Minnesota Wild,6,3,Home,1,14995,0
Hockey,10/8/2009,2010,Boston Bruins,Anaheim Ducks,1,6,Away,0,16158,0
Hockey,10/8/2009,2010,Edmonton Oilers,Calgary Flames,3,4,Away,0,16839,0
Hockey,10/8/2009,2010,Tampa Bay Lightning,New Jersey Devils,3,4,Away,0,17454,0
Hockey,10/8/2009,2010,San Jose Sharks,Columbus Blue Jackets,6,3,Home,1,17562,0
Hockey,10/8/2009,2010,Ottawa Senators,New York Islanders,3,2,Home,1,18075,0
Hockey,10/8/2009,2010,Washington Capitals,New York Rangers,3,4,Away,0,18277,0
Hockey,10/8/2009,2010,Buffalo Sabres,Phoenix Coyotes,2,1,Home,1,18690,0
Hockey,10/8/2009,2010,St. Louis Blues,Atlanta Thrashers,2,4,Away,0,19150,0
Hockey,10/8/2009,2010,Philadelphia Flyers,Pittsburgh Penguins,4,5,Away,0,19611,0
Hockey,10/8/2009,2010,Detroit Red Wings,Chicago Blackhawks,3,2,Home,1,20066,0
Hockey,10/9/2009,2010,Carolina Hurricanes,Florida Panthers,7,2,Home,1,13597,0
Hockey,10/9/2009,2010,Calgary Flames,Dallas Stars,2,5,Away,0,19289,0
Hockey,10/10/2009,2010,Nashville Predators,Buffalo Sabres,0,1,Away,0,14209,0
Hockey,10/10/2009,2010,Tampa Bay Lightning,Carolina Hurricanes,5,2,Home,1,14212,0
Hockey,10/10/2009,2010,Edmonton Oilers,Montreal Canadiens,3,2,Home,1,16839,0
Hockey,10/10/2009,2010,Boston Bruins,New York Islanders,4,3,Home,1,17113,0
Hockey,10/10/2009,2010,Phoenix Coyotes,Columbus Blue Jackets,0,2,Away,0,17532,0
Hockey,10/10/2009,2010,San Jose Sharks,Minnesota Wild,4,2,Home,1,17562,0
Hockey,10/10/2009,2010,Florida Panthers,New Jersey Devils,2,3,Away,0,18802,0
Hockey,10/10/2009,2010,Detroit Red Wings,Washington Capitals,3,2,Home,1,19122,0
Hockey,10/10/2009,2010,St. Louis Blues,Los Angeles Kings,1,2,Away,0,19150,0
Hockey,10/10/2009,2010,Ottawa Senators,Atlanta Thrashers,4,2,Home,1,19360,0
Hockey,10/10/2009,2010,Toronto Maple Leafs,Pittsburgh Penguins,2,5,Away,0,19374,0
Hockey,10/10/2009,2010,Philadelphia Flyers,Anaheim Ducks,2,3,Away,0,19603,0
Hockey,10/10/2009,2010,Chicago Blackhawks,Colorado Avalanche,4,3,Home,1,20655,0
Hockey,10/11/2009,2010,New York Rangers,Anaheim Ducks,3,0,Home,1,18200,0
Hockey,10/11/2009,2010,Vancouver Canucks,Dallas Stars,4,3,Home,1,18810,0
Hockey,10/12/2009,2010,New York Islanders,Los Angeles Kings,1,2,Away,0,12145,0
Hockey,10/12/2009,2010,Nashville Predators,Edmonton Oilers,1,6,Away,0,12179,0
Hockey,10/12/2009,2010,Tampa Bay Lightning,Florida Panthers,3,2,Home,1,14126,0
Hockey,10/12/2009,2010,Boston Bruins,Colorado Avalanche,3,4,Away,0,16393,0
Hockey,10/12/2009,2010,Ottawa Senators,Pittsburgh Penguins,1,4,Away,0,17014,0
Hockey,10/12/2009,2010,San Jose Sharks,Phoenix Coyotes,0,1,Away,0,17562,0
Hockey,10/12/2009,2010,New York Rangers,Toronto Maple Leafs,7,2,Home,1,18200,0
Hockey,10/12/2009,2010,Washington Capitals,New Jersey Devils,2,3,Away,0,18277,0
Hockey,10/12/2009,2010,Chicago Blackhawks,Calgary Flames,6,5,Home,1,20074,0
Hockey,10/13/2009,2010,Columbus Blue Jackets,Calgary Flames,2,1,Home,1,13280,0
Hockey,10/13/2009,2010,Buffalo Sabres,Detroit Red Wings,6,2,Home,1,17459,0
Hockey,10/13/2009,2010,Toronto Maple Leafs,Colorado Avalanche,1,4,Away,0,19148,0
Hockey,10/14/2009,2010,Carolina Hurricanes,Pittsburgh Penguins,2,3,Away,0,14053,0
Hockey,10/14/2009,2010,Anaheim Ducks,Minnesota Wild,3,2,Home,1,15111,0
Hockey,10/14/2009,2010,Dallas Stars,Nashville Predators,6,0,Home,1,16365,0
Hockey,10/14/2009,2010,New York Rangers,Los Angeles Kings,4,2,Home,1,18200,0
Hockey,10/14/2009,2010,Chicago Blackhawks,Edmonton Oilers,4,3,Home,1,20124,0
Hockey,10/15/2009,2010,Phoenix Coyotes,St. Louis Blues,3,2,Home,1,6899,0
Hockey,10/15/2009,2010,Nashville Predators,Chicago Blackhawks,1,3,Away,0,13103,0
Hockey,10/15/2009,2010,Ottawa Senators,Tampa Bay Lightning,7,1,Home,1,17732,0
Hockey,10/15/2009,2010,Detroit Red Wings,Los Angeles Kings,5,2,Home,1,17782,0
Hockey,10/15/2009,2010,Washington Capitals,San Jose Sharks,4,1,Home,1,18277,0
Hockey,10/15/2009,2010,Montreal Canadiens,Colorado Avalanche,2,3,Away,0,21273,0
Hockey,10/16/2009,2010,New Jersey Devils,Atlanta Thrashers,2,4,Away,0,14187,0
Hockey,10/16/2009,2010,Florida Panthers,Philadelphia Flyers,4,2,Home,1,15557,0
Hockey,10/16/2009,2010,Edmonton Oilers,Minnesota Wild,5,2,Home,1,16839,0
Hockey,10/16/2009,2010,Dallas Stars,Boston Bruins,0,3,Away,0,17811,0
Hockey,10/16/2009,2010,Buffalo Sabres,New York Islanders,6,3,Home,1,18690,0
Hockey,10/16/2009,2010,Calgary Flames,Vancouver Canucks,5,3,Home,1,19289,0
Hockey,10/17/2009,2010,Phoenix Coyotes,Boston Bruins,4,1,Home,1,9162,0
Hockey,10/17/2009,2010,New York Islanders,San Jose Sharks,1,4,Away,0,11287,0
Hockey,10/17/2009,2010,Anaheim Ducks,St. Louis Blues,0,5,Away,0,14902,0
Hockey,10/17/2009,2010,New Jersey Devils,Carolina Hurricanes,2,0,Home,1,15021,0
Hockey,10/17/2009,2010,Columbus Blue Jackets,Los Angeles Kings,4,1,Home,1,15251,0
Hockey,10/17/2009,2010,Pittsburgh Penguins,Tampa Bay Lightning,4,1,Home,1,17132,0
Hockey,10/17/2009,2010,Washington Capitals,Nashville Predators,3,2,Home,1,18277,0
Hockey,10/17/2009,2010,Buffalo Sabres,Atlanta Thrashers,2,4,Away,0,18690,0
Hockey,10/17/2009,2010,Vancouver Canucks,Minnesota Wild,2,1,Home,1,18810,0
Hockey,10/17/2009,2010,Toronto Maple Leafs,New York Rangers,1,4,Away,0,19295,0
Hockey,10/17/2009,2010,Detroit Red Wings,Colorado Avalanche,3,4,Away,0,19763,0
Hockey,10/17/2009,2010,Chicago Blackhawks,Dallas Stars,3,4,Away,0,20424,0
Hockey,10/17/2009,2010,Montreal Canadiens,Ottawa Senators,1,3,Away,0,21273,0
Hockey,10/19/2009,2010,Dallas Stars,Los Angeles Kings,1,4,Away,0,16210,0
Hockey,10/19/2009,2010,Edmonton Oilers,Vancouver Canucks,2,1,Home,1,16839,0
Hockey,10/19/2009,2010,New York Rangers,San Jose Sharks,3,7,Away,0,18200,0
Hockey,10/20/2009,2010,Pittsburgh Penguins,St. Louis Blues,5,1,Home,1,17132,0
Hockey,10/20/2009,2010,Calgary Flames,Columbus Blue Jackets,6,3,Home,1,19289,0
Hockey,10/20/2009,2010,Montreal Canadiens,Atlanta Thrashers,2,1,Home,1,21273,0
Hockey,10/21/2009,2010,New York Islanders,Carolina Hurricanes,4,3,Home,1,9122,0
Hockey,10/21/2009,2010,Florida Panthers,Buffalo Sabres,2,5,Away,0,12607,0
Hockey,10/21/2009,2010,Anaheim Ducks,Dallas Stars,2,4,Away,0,14503,0
Hockey,10/21/2009,2010,Boston Bruins,Nashville Predators,3,2,Home,1,16715,0
Hockey,10/21/2009,2010,Minnesota Wild,Colorado Avalanche,3,2,Home,1,18175,0
Hockey,10/21/2009,2010,Chicago Blackhawks,Vancouver Canucks,2,3,Away,0,20077,0
Hockey,10/22/2009,2010,Phoenix Coyotes,Detroit Red Wings,3,2,Home,1,11938,0
Hockey,10/22/2009,2010,Atlanta Thrashers,Washington Capitals,4,5,Away,0,13192,0
Hockey,10/22/2009,2010,Tampa Bay Lightning,San Jose Sharks,5,2,Home,1,13343,0
Hockey,10/22/2009,2010,Los Angeles Kings,Dallas Stars,5,4,Home,1,15025,0
Hockey,10/22/2009,2010,Edmonton Oilers,Columbus Blue Jackets,6,4,Home,1,16839,0
Hockey,10/22/2009,2010,New York Rangers,New Jersey Devils,2,4,Away,0,18200,0
Hockey,10/22/2009,2010,Ottawa Senators,Nashville Predators,5,6,Away,0,18970,0
Hockey,10/22/2009,2010,Philadelphia Flyers,Boston Bruins,4,3,Home,1,19303,0
Hockey,10/22/2009,2010,Montreal Canadiens,New York Islanders,5,1,Home,1,21273,0
Hockey,10/23/2009,2010,Colorado Avalanche,Carolina Hurricanes,5,4,Home,1,13673,0
Hockey,10/23/2009,2010,Pittsburgh Penguins,Florida Panthers,3,2,Home,1,16971,0
Hockey,10/23/2009,2010,St. Louis Blues,Minnesota Wild,3,1,Home,1,19150,0
Hockey,10/24/2009,2010,Phoenix Coyotes,Los Angeles Kings,3,5,Away,0,7968,0
Hockey,10/24/2009,2010,New York Islanders,Washington Capitals,2,3,Away,0,11541,0
Hockey,10/24/2009,2010,Anaheim Ducks,Columbus Blue Jackets,4,6,Away,0,14468,0
Hockey,10/24/2009,2010,Atlanta Thrashers,San Jose Sharks,3,4,Away,0,14945,0
Hockey,10/24/2009,2010,Tampa Bay Lightning,Buffalo Sabres,2,3,Away,0,15804,0
Hockey,10/24/2009,2010,Pittsburgh Penguins,New Jersey Devils,1,4,Away,0,17132,0
Hockey,10/24/2009,2010,Colorado Avalanche,Detroit Red Wings,3,1,Home,1,17690,0
Hockey,10/24/2009,2010,Minnesota Wild,Carolina Hurricanes,3,2,Home,1,18145,0
Hockey,10/24/2009,2010,Vancouver Canucks,Toronto Maple Leafs,3,1,Home,1,18810,0
Hockey,10/24/2009,2010,Philadelphia Flyers,Florida Panthers,5,1,Home,1,19007,0
Hockey,10/24/2009,2010,St. Louis Blues,Dallas Stars,1,4,Away,0,19150,0
Hockey,10/24/2009,2010,Calgary Flames,Edmonton Oilers,5,2,Home,1,19289,0
Hockey,10/24/2009,2010,Ottawa Senators,Boston Bruins,3,4,Away,0,20154,0
Hockey,10/24/2009,2010,Chicago Blackhawks,Nashville Predators,2,0,Home,1,20272,0
Hockey,10/24/2009,2010,Montreal Canadiens,New York Rangers,5,4,Home,1,21273,0
Hockey,10/25/2009,2010,Los Angeles Kings,Columbus Blue Jackets,6,2,Home,1,15820,0
Hockey,10/25/2009,2010,Vancouver Canucks,Edmonton Oilers,2,0,Home,1,18810,0
Hockey,10/25/2009,2010,Philadelphia Flyers,San Jose Sharks,1,4,Away,0,19126,0
Hockey,10/26/2009,2010,Anaheim Ducks,Toronto Maple Leafs,3,6,Away,0,14291,0
Hockey,10/26/2009,2010,New York Rangers,Phoenix Coyotes,5,2,Home,1,18200,0
Hockey,10/26/2009,2010,Chicago Blackhawks,Minnesota Wild,3,1,Home,1,20046,0
Hockey,10/26/2009,2010,Montreal Canadiens,New York Islanders,3,2,Home,1,21273,0
Hockey,10/27/2009,2010,Edmonton Oilers,Colorado Avalanche,0,3,Away,0,16839,0
Hockey,10/27/2009,2010,Washington Capitals,Philadelphia Flyers,4,2,Home,1,18277,0
Hockey,10/27/2009,2010,Vancouver Canucks,Detroit Red Wings,4,5,Away,0,18810,0
Hockey,10/28/2009,2010,Florida Panthers,Ottawa Senators,3,4,Away,0,12596,0
Hockey,10/28/2009,2010,Columbus Blue Jackets,Phoenix Coyotes,1,4,Away,0,13184,0
Hockey,10/28/2009,2010,New Jersey Devils,Buffalo Sabres,1,4,Away,0,14182,0
Hockey,10/28/2009,2010,New York Islanders,New York Rangers,3,1,Home,1,15213,0
Hockey,10/28/2009,2010,Carolina Hurricanes,St. Louis Blues,2,5,Away,0,15549,0
Hockey,10/28/2009,2010,Dallas Stars,Toronto Maple Leafs,4,3,Home,1,16302,0
Hockey,10/28/2009,2010,Pittsburgh Penguins,Montreal Canadiens,6,1,Home,1,16965,0
Hockey,10/28/2009,2010,San Jose Sharks,Los Angeles Kings,2,1,Home,1,17562,0
Hockey,10/28/2009,2010,Minnesota Wild,Nashville Predators,3,4,Away,0,18199,0
Hockey,10/28/2009,2010,Calgary Flames,Colorado Avalanche,2,3,Away,0,19289,0
Hockey,10/29/2009,2010,Atlanta Thrashers,Washington Capitals,3,4,Away,0,12893,0
Hockey,10/29/2009,2010,Tampa Bay Lightning,Ottawa Senators,5,2,Home,1,13213,0
Hockey,10/29/2009,2010,Nashville Predators,Chicago Blackhawks,2,0,Home,1,13585,0
Hockey,10/29/2009,2010,Los Angeles Kings,Vancouver Canucks,1,2,Away,0,16838,0
Hockey,10/29/2009,2010,Edmonton Oilers,Detroit Red Wings,6,5,Home,1,16839,0
Hockey,10/29/2009,2010,Boston Bruins,New Jersey Devils,1,2,Away,0,17565,0
Hockey,10/29/2009,2010,St. Louis Blues,Phoenix Coyotes,0,2,Away,0,18087,0
Hockey,10/30/2009,2010,Anaheim Ducks,Vancouver Canucks,7,2,Home,1,14756,0
Hockey,10/30/2009,2010,Dallas Stars,Florida Panthers,5,6,Away,0,16824,0
Hockey,10/30/2009,2010,San Jose Sharks,Colorado Avalanche,3,1,Home,1,17562,0
Hockey,10/30/2009,2010,Minnesota Wild,New York Rangers,3,2,Home,1,18106,0
Hockey,10/30/2009,2010,Washington Capitals,New York Islanders,3,4,Away,0,18277,0
Hockey,10/30/2009,2010,Buffalo Sabres,Toronto Maple Leafs,3,2,Home,1,18300,0
Hockey,10/30/2009,2010,Columbus Blue Jackets,Pittsburgh Penguins,3,4,Away,0,19136,0
Hockey,10/30/2009,2010,Chicago Blackhawks,Montreal Canadiens,3,2,Home,1,20807,0
Hockey,10/31/2009,2010,Phoenix Coyotes,Anaheim Ducks,3,2,Home,1,6495,0
Hockey,10/31/2009,2010,New York Islanders,Buffalo Sabres,5,0,Home,1,8889,0
Hockey,10/31/2009,2010,Tampa Bay Lightning,New Jersey Devils,1,2,Away,0,12154,0
Hockey,10/31/2009,2010,Nashville Predators,Dallas Stars,4,2,Home,1,12520,0
Hockey,10/31/2009,2010,Pittsburgh Penguins,Minnesota Wild,1,2,Away,0,16960,0
Hockey,10/31/2009,2010,Ottawa Senators,Atlanta Thrashers,1,3,Away,0,17297,0
Hockey,10/31/2009,2010,Boston Bruins,Edmonton Oilers,2,0,Home,1,17565,0
Hockey,10/31/2009,2010,St. Louis Blues,Florida Panthers,0,4,Away,0,17943,0
Hockey,10/31/2009,2010,Philadelphia Flyers,Carolina Hurricanes,6,1,Home,1,19076,0
Hockey,10/31/2009,2010,Calgary Flames,Detroit Red Wings,1,3,Away,0,19289,0
Hockey,10/31/2009,2010,Montreal Canadiens,Toronto Maple Leafs,5,4,Home,1,21273,0
Hockey,11/1/2009,2010,Carolina Hurricanes,San Jose Sharks,1,5,Away,0,15089,0
Hockey,11/1/2009,2010,New York Rangers,Boston Bruins,1,0,Home,1,18200,0
Hockey,11/1/2009,2010,Washington Capitals,Columbus Blue Jackets,4,5,Away,0,18277,0
Hockey,11/1/2009,2010,Vancouver Canucks,Colorado Avalanche,3,0,Home,1,18810,0
Hockey,11/2/2009,2010,Phoenix Coyotes,Los Angeles Kings,3,5,Away,0,5855,0
Hockey,11/2/2009,2010,New York Islanders,Edmonton Oilers,3,1,Home,1,10846,0
Hockey,11/2/2009,2010,Philadelphia Flyers,Tampa Bay Lightning,6,2,Home,1,18667,0
Hockey,11/3/2009,2010,Anaheim Ducks,Pittsburgh Penguins,3,4,Away,0,16128,0
Hockey,11/3/2009,2010,Vancouver Canucks,New York Rangers,4,1,Home,1,18810,0
Hockey,11/3/2009,2010,Detroit Red Wings,Boston Bruins,2,0,Home,1,19167,0
Hockey,11/3/2009,2010,Toronto Maple Leafs,Tampa Bay Lightning,1,2,Away,0,19301,0
Hockey,11/3/2009,2010,Montreal Canadiens,Atlanta Thrashers,4,5,Away,0,21273,0
Hockey,11/4/2009,2010,Colorado Avalanche,Phoenix Coyotes,4,1,Home,1,11012,0
Hockey,11/4/2009,2010,Florida Panthers,Carolina Hurricanes,3,0,Home,1,12424,0
Hockey,11/4/2009,2010,Columbus Blue Jackets,San Jose Sharks,2,3,Away,0,13401,0
Hockey,11/4/2009,2010,New Jersey Devils,Washington Capitals,3,2,Home,1,13498,0
Hockey,11/4/2009,2010,Dallas Stars,Calgary Flames,2,3,Away,0,16369,0
Hockey,11/4/2009,2010,Buffalo Sabres,New York Islanders,3,0,Home,1,17626,0
Hockey,11/5/2009,2010,Phoenix Coyotes,Chicago Blackhawks,3,1,Home,1,10362,0
Hockey,11/5/2009,2010,Atlanta Thrashers,Columbus Blue Jackets,3,4,Away,0,10878,0
Hockey,11/5/2009,2010,Anaheim Ducks,Nashville Predators,4,0,Home,1,14298,0
Hockey,11/5/2009,2010,Edmonton Oilers,New York Rangers,2,4,Away,0,16839,0
Hockey,11/5/2009,2010,Ottawa Senators,Tampa Bay Lightning,3,2,Home,1,17511,0
Hockey,11/5/2009,2010,St. Louis Blues,Calgary Flames,1,2,Away,0,17559,0
Hockey,11/5/2009,2010,Boston Bruins,Montreal Canadiens,1,2,Away,0,17565,0
Hockey,11/5/2009,2010,Minnesota Wild,Vancouver Canucks,2,5,Away,0,18105,0
Hockey,11/5/2009,2010,Los Angeles Kings,Pittsburgh Penguins,5,2,Home,1,18118,0
Hockey,11/5/2009,2010,Detroit Red Wings,San Jose Sharks,2,1,Home,1,19558,0
Hockey,11/6/2009,2010,New Jersey Devils,New York Islanders,2,1,Home,1,14109,0
Hockey,11/6/2009,2010,Carolina Hurricanes,Toronto Maple Leafs,2,3,Away,0,14164,0
Hockey,11/6/2009,2010,Colorado Avalanche,Chicago Blackhawks,4,3,Home,1,15616,0
Hockey,11/6/2009,2010,Florida Panthers,Washington Capitals,1,4,Away,0,15877,0
Hockey,11/6/2009,2010,Dallas Stars,Vancouver Canucks,2,1,Home,1,17235,0
Hockey,11/6/2009,2010,Buffalo Sabres,Philadelphia Flyers,2,5,Away,0,18525,0
Hockey,11/7/2009,2010,New York Islanders,Atlanta Thrashers,6,3,Home,1,14119,0
Hockey,11/7/2009,2010,Columbus Blue Jackets,Carolina Hurricanes,3,2,Home,1,14850,0
Hockey,11/7/2009,2010,Los Angeles Kings,Nashville Predators,1,3,Away,0,15237,0
Hockey,11/7/2009,2010,Anaheim Ducks,Phoenix Coyotes,4,3,Home,1,15269,0
Hockey,11/7/2009,2010,San Jose Sharks,Pittsburgh Penguins,5,0,Home,1,17562,0
Hockey,11/7/2009,2010,Boston Bruins,Buffalo Sabres,4,2,Home,1,17565,0
Hockey,11/7/2009,2010,Washington Capitals,Florida Panthers,7,4,Home,1,18277,0
Hockey,11/7/2009,2010,Minnesota Wild,Dallas Stars,3,2,Home,1,18558,0
Hockey,11/7/2009,2010,Ottawa Senators,New Jersey Devils,2,3,Away,0,18781,0
Hockey,11/7/2009,2010,Calgary Flames,New York Rangers,3,1,Home,1,19289,0
Hockey,11/7/2009,2010,Toronto Maple Leafs,Detroit Red Wings,5,1,Home,1,19303,0
Hockey,11/7/2009,2010,Philadelphia Flyers,St. Louis Blues,2,1,Home,1,19542,0
Hockey,11/7/2009,2010,Montreal Canadiens,Tampa Bay Lightning,1,3,Away,0,21273,0
Hockey,11/8/2009,2010,Atlanta Thrashers,St. Louis Blues,3,2,Home,1,10904,0
Hockey,11/8/2009,2010,Colorado Avalanche,Edmonton Oilers,3,5,Away,0,12118,0
Hockey,11/9/2009,2010,Chicago Blackhawks,Los Angeles Kings,4,1,Home,1,20293,0
Hockey,11/10/2009,2010,St. Louis Blues,Vancouver Canucks,6,1,Home,1,17175,0
Hockey,11/10/2009,2010,San Jose Sharks,Nashville Predators,4,3,Home,1,17562,0
Hockey,11/10/2009,2010,Boston Bruins,Pittsburgh Penguins,3,0,Home,1,17565,0
Hockey,11/10/2009,2010,Ottawa Senators,Edmonton Oilers,4,3,Home,1,17977,0
Hockey,11/10/2009,2010,Toronto Maple Leafs,Minnesota Wild,2,5,Away,0,19063,0
Hockey,11/10/2009,2010,Montreal Canadiens,Calgary Flames,0,1,Away,0,21273,0
Hockey,11/11/2009,2010,Carolina Hurricanes,Los Angeles Kings,2,5,Away,0,13510,0
Hockey,11/11/2009,2010,New Jersey Devils,Anaheim Ducks,3,1,Home,1,14123,0
Hockey,11/11/2009,2010,Columbus Blue Jackets,Detroit Red Wings,1,9,Away,0,15304,0
Hockey,11/11/2009,2010,Buffalo Sabres,Edmonton Oilers,3,1,Home,1,17797,0
Hockey,11/11/2009,2010,Washington Capitals,New York Islanders,5,4,Home,1,18277,0
Hockey,11/11/2009,2010,Chicago Blackhawks,Colorado Avalanche,3,2,Home,1,20879,0
Hockey,11/12/2009,2010,Phoenix Coyotes,Montreal Canadiens,2,4,Away,0,10064,0
Hockey,11/12/2009,2010,Tampa Bay Lightning,Minnesota Wild,4,3,Home,1,14530,0
Hockey,11/12/2009,2010,Pittsburgh Penguins,New Jersey Devils,1,4,Away,0,17005,0
Hockey,11/12/2009,2010,Boston Bruins,Florida Panthers,0,1,Away,0,17074,0
Hockey,11/12/2009,2010,San Jose Sharks,Dallas Stars,2,3,Away,0,17562,0
Hockey,11/12/2009,2010,New York Rangers,Atlanta Thrashers,3,5,Away,0,18200,0
Hockey,11/12/2009,2010,St. Louis Blues,Nashville Predators,1,3,Away,0,19150,0
Hockey,11/12/2009,2010,Philadelphia Flyers,Ottawa Senators,5,1,Home,1,19321,0
Hockey,11/12/2009,2010,Detroit Red Wings,Vancouver Canucks,3,1,Home,1,20066,0
Hockey,11/13/2009,2010,Carolina Hurricanes,New York Islanders,3,4,Away,0,14163,0
Hockey,11/13/2009,2010,Columbus Blue Jackets,Anaheim Ducks,3,2,Home,1,15577,0
Hockey,11/13/2009,2010,Atlanta Thrashers,Los Angeles Kings,7,0,Home,1,15638,0
Hockey,11/13/2009,2010,Washington Capitals,Minnesota Wild,3,1,Home,1,18277,0
Hockey,11/13/2009,2010,Buffalo Sabres,Calgary Flames,2,1,Home,1,18690,0
Hockey,11/13/2009,2010,Chicago Blackhawks,Toronto Maple Leafs,3,2,Home,1,21036,0
Hockey,11/14/2009,2010,Phoenix Coyotes,Dallas Stars,3,2,Home,1,11319,0
Hockey,11/14/2009,2010,Nashville Predators,Montreal Canadiens,2,0,Home,1,15604,0
Hockey,11/14/2009,2010,Colorado Avalanche,Vancouver Canucks,2,8,Away,0,15823,0
Hockey,11/14/2009,2010,Florida Panthers,New York Islanders,5,4,Home,1,15921,0
Hockey,11/14/2009,2010,New Jersey Devils,Washington Capitals,5,2,Home,1,16521,0
Hockey,11/14/2009,2010,Tampa Bay Lightning,Los Angeles Kings,1,2,Away,0,16612,0
Hockey,11/14/2009,2010,Pittsburgh Penguins,Boston Bruins,6,5,Home,1,17132,0
Hockey,11/14/2009,2010,Ottawa Senators,New York Rangers,1,2,Away,0,17561,0
Hockey,11/14/2009,2010,St. Louis Blues,San Jose Sharks,1,3,Away,0,19150,0
Hockey,11/14/2009,2010,Toronto Maple Leafs,Calgary Flames,2,5,Away,0,19316,0
Hockey,11/14/2009,2010,Philadelphia Flyers,Buffalo Sabres,2,3,Away,0,19641,0
Hockey,11/14/2009,2010,Detroit Red Wings,Anaheim Ducks,7,4,Home,1,20066,0
Hockey,11/15/2009,2010,Atlanta Thrashers,Edmonton Oilers,3,2,Home,1,11091,0
Hockey,11/15/2009,2010,Carolina Hurricanes,Minnesota Wild,5,4,Home,1,12194,0
Hockey,11/15/2009,2010,Chicago Blackhawks,San Jose Sharks,4,3,Home,1,21130,0
Hockey,11/16/2009,2010,Phoenix Coyotes,Tampa Bay Lightning,1,4,Away,0,9503,0
Hockey,11/16/2009,2010,Florida Panthers,Los Angeles Kings,3,4,Away,0,12502,0
Hockey,11/16/2009,2010,Columbus Blue Jackets,Edmonton Oilers,3,2,Home,1,13030,0
Hockey,11/16/2009,2010,Boston Bruins,New York Islanders,1,4,Away,0,16865,0
Hockey,11/16/2009,2010,Pittsburgh Penguins,Anaheim Ducks,5,2,Home,1,17052,0
Hockey,11/16/2009,2010,Philadelphia Flyers,New Jersey Devils,3,2,Home,1,19673,0
