Sport,Date,Season,Home_Team,Away_Team,Home_Team_Score,Away_Team_Score,Winner,Home_Team_Won,Attendance,During_COVID
Spanish Soccer,8/23/2014,2015,Málaga,Athletic Club,1,0,Home,1,"24,500",0
Spanish Soccer,8/23/2014,2015,Granada,La Coruña,2,1,Home,1,"14,800",0
Spanish Soccer,8/23/2014,2015,Sevilla,Valencia,1,1,Tie,0,"29,352",0
Spanish Soccer,8/23/2014,2015,Almería,Espanyol,1,1,Tie,0,"12,000",0
Spanish Soccer,8/24/2014,2015,Eibar,Real Sociedad,1,0,Home,1,"5,173",0
Spanish Soccer,8/24/2014,2015,Celta Vigo,Getafe,3,1,Home,1,"20,416",0
Spanish Soccer,8/24/2014,2015,Barcelona,Elche,3,0,Home,1,"68,105",0
Spanish Soccer,8/24/2014,2015,Levante,Villarreal,0,2,Away,0,"19,000",0
Spanish Soccer,8/25/2014,2015,Real Madrid,Córdoba,2,0,Home,1,"70,356",0
Spanish Soccer,8/25/2014,2015,Rayo Vallecano,Atlético Madrid,0,0,Tie,0,"11,070",0
Spanish Soccer,8/29/2014,2015,Getafe,Almería,1,0,Home,1,"6,000",0
Spanish Soccer,8/29/2014,2015,Valencia,Málaga,3,0,Home,1,"41,550",0
Spanish Soccer,8/30/2014,2015,Córdoba,Celta Vigo,1,1,Tie,0,"15,982",0
Spanish Soccer,8/30/2014,2015,Athletic Club,Levante,3,0,Home,1,"48,300",0
Spanish Soccer,8/30/2014,2015,Atlético Madrid,Eibar,2,1,Home,1,"48,000",0
Spanish Soccer,8/30/2014,2015,Espanyol,Sevilla,1,2,Away,0,"16,490",0
Spanish Soccer,8/31/2014,2015,Villarreal,Barcelona,0,1,Away,0,"21,200",0
Spanish Soccer,8/31/2014,2015,La Coruña,Rayo Vallecano,2,2,Tie,0,"18,054",0
Spanish Soccer,8/31/2014,2015,Real Sociedad,Real Madrid,4,2,Home,1,"27,879",0
Spanish Soccer,8/31/2014,2015,Elche,Granada,1,1,Tie,0,"20,025",0
Spanish Soccer,9/12/2014,2015,Almería,Córdoba,1,1,Tie,0,"10,682",0
Spanish Soccer,9/13/2014,2015,Barcelona,Athletic Club,2,0,Home,1,"80,181",0
Spanish Soccer,9/13/2014,2015,Málaga,Levante,0,0,Tie,0,"20,000",0
Spanish Soccer,9/13/2014,2015,Real Madrid,Atlético Madrid,1,2,Away,0,"85,253",0
Spanish Soccer,9/13/2014,2015,Celta Vigo,Real Sociedad,2,2,Tie,0,"19,385",0
Spanish Soccer,9/14/2014,2015,Rayo Vallecano,Elche,2,3,Away,0,"9,521",0
Spanish Soccer,9/14/2014,2015,Valencia,Espanyol,3,1,Home,1,"38,500",0
Spanish Soccer,9/14/2014,2015,Sevilla,Getafe,2,0,Home,1,"34,600",0
Spanish Soccer,9/14/2014,2015,Granada,Villarreal,0,0,Tie,0,"21,000",0
Spanish Soccer,9/15/2014,2015,Eibar,La Coruña,0,1,Away,0,"4,522",0
Spanish Soccer,9/19/2014,2015,Elche,Eibar,0,2,Away,0,"22,474",0
Spanish Soccer,9/20/2014,2015,La Coruña,Real Madrid,2,8,Away,0,"27,685",0
Spanish Soccer,9/20/2014,2015,Athletic Club,Granada,0,1,Away,0,"33,000",0
Spanish Soccer,9/20/2014,2015,Atlético Madrid,Celta Vigo,2,2,Tie,0,"47,000",0
Spanish Soccer,9/20/2014,2015,Espanyol,Málaga,2,2,Tie,0,"12,600",0
Spanish Soccer,9/21/2014,2015,Real Sociedad,Almería,1,2,Away,0,"18,000",0
Spanish Soccer,9/21/2014,2015,Villarreal,Rayo Vallecano,4,2,Home,1,"15,050",0
Spanish Soccer,9/21/2014,2015,Córdoba,Sevilla,1,3,Away,0,"17,023",0
Spanish Soccer,9/21/2014,2015,Levante,Barcelona,0,5,Away,0,"22,177",0
Spanish Soccer,9/22/2014,2015,Getafe,Valencia,0,3,Away,0,"6,000",0
Spanish Soccer,9/23/2014,2015,Real Madrid,Elche,5,1,Home,1,"63,634",0
Spanish Soccer,9/23/2014,2015,Celta Vigo,La Coruña,2,1,Home,1,"23,811",0
Spanish Soccer,9/24/2014,2015,Rayo Vallecano,Athletic Club,2,1,Home,1,"11,040",0
Spanish Soccer,9/24/2014,2015,Eibar,Villarreal,1,1,Tie,0,"4,231",0
Spanish Soccer,9/24/2014,2015,Almería,Atlético Madrid,0,1,Away,0,"11,863",0
Spanish Soccer,9/24/2014,2015,Granada,Levante,0,1,Away,0,"15,731",0
Spanish Soccer,9/24/2014,2015,Málaga,Barcelona,0,0,Tie,0,"24,820",0
Spanish Soccer,9/24/2014,2015,Sevilla,Real Sociedad,1,0,Home,1,"29,456",0
Spanish Soccer,9/25/2014,2015,Espanyol,Getafe,2,0,Home,1,"15,000",0
Spanish Soccer,9/25/2014,2015,Valencia,Córdoba,3,0,Home,1,"36,000",0
Spanish Soccer,9/26/2014,2015,Elche,Celta Vigo,0,1,Away,0,"20,852",0
Spanish Soccer,9/27/2014,2015,Villarreal,Real Madrid,0,2,Away,0,"22,146",0
Spanish Soccer,9/27/2014,2015,Barcelona,Granada,6,0,Home,1,"72,596",0
Spanish Soccer,9/27/2014,2015,Atlético Madrid,Sevilla,4,0,Home,1,"52,000",0
Spanish Soccer,9/27/2014,2015,Levante,Rayo Vallecano,0,2,Away,0,"18,000",0
Spanish Soccer,9/27/2014,2015,Athletic Club,Eibar,0,0,Tie,0,"45,000",0
Spanish Soccer,9/28/2014,2015,Getafe,Málaga,1,0,Home,1,"5,500",0
Spanish Soccer,9/28/2014,2015,La Coruña,Almería,0,1,Away,0,"18,000",0
Spanish Soccer,9/28/2014,2015,Real Sociedad,Valencia,1,1,Tie,0,"25,168",0
Spanish Soccer,9/28/2014,2015,Córdoba,Espanyol,0,0,Tie,0,"24,000",0
Spanish Soccer,10/3/2014,2015,Getafe,Córdoba,1,1,Tie,0,"9,000",0
Spanish Soccer,10/4/2014,2015,Valencia,Atlético Madrid,3,1,Home,1,"44,000",0
Spanish Soccer,10/4/2014,2015,Rayo Vallecano,Barcelona,0,2,Away,0,"14,070",0
Spanish Soccer,10/4/2014,2015,Eibar,Levante,3,3,Tie,0,"4,265",0
Spanish Soccer,10/4/2014,2015,Almería,Elche,2,2,Tie,0,"9,000",0
Spanish Soccer,10/4/2014,2015,Málaga,Granada,2,1,Home,1,"19,000",0
Spanish Soccer,10/5/2014,2015,Sevilla,La Coruña,4,1,Home,1,"31,000",0
Spanish Soccer,10/5/2014,2015,Celta Vigo,Villarreal,1,3,Away,0,"23,000",0
Spanish Soccer,10/5/2014,2015,Espanyol,Real Sociedad,2,0,Home,1,"18,326",0
Spanish Soccer,10/5/2014,2015,Real Madrid,Athletic Club,5,0,Home,1,"77,987",0
Spanish Soccer,10/17/2014,2015,Granada,Rayo Vallecano,0,1,Away,0,"19,000",0
Spanish Soccer,10/18/2014,2015,Levante,Real Madrid,0,5,Away,0,"230,506",0
Spanish Soccer,10/18/2014,2015,Athletic Club,Celta Vigo,1,1,Tie,0,"35,600",0
Spanish Soccer,10/18/2014,2015,Barcelona,Eibar,3,0,Home,1,"75,546",0
Spanish Soccer,10/18/2014,2015,Córdoba,Málaga,1,2,Away,0,"17,000",0
Spanish Soccer,10/19/2014,2015,Atlético Madrid,Espanyol,2,0,Home,1,"54,069",0
Spanish Soccer,10/19/2014,2015,La Coruña,Valencia,3,0,Home,1,"21,908",0
Spanish Soccer,10/19/2014,2015,Elche,Sevilla,0,2,Away,0,"26,059",0
Spanish Soccer,10/19/2014,2015,Villarreal,Almería,2,0,Home,1,"19,000",0
Spanish Soccer,10/20/2014,2015,Real Sociedad,Getafe,1,2,Away,0,"19,098",0
Spanish Soccer,10/24/2014,2015,Celta Vigo,Levante,3,0,Home,1,"19,231",0
Spanish Soccer,10/25/2014,2015,Almería,Athletic Club,0,1,Away,0,"10,000",0
Spanish Soccer,10/25/2014,2015,Real Madrid,Barcelona,3,1,Home,1,"84,000",0
Spanish Soccer,10/25/2014,2015,Valencia,Elche,3,1,Home,1,"42,783",0
Spanish Soccer,10/25/2014,2015,Córdoba,Real Sociedad,1,1,Tie,0,"15,712",0
Spanish Soccer,10/25/2014,2015,Eibar,Granada,1,1,Tie,0,"4,838",0
Spanish Soccer,10/26/2014,2015,Málaga,Rayo Vallecano,4,0,Home,1,"21,800",0
Spanish Soccer,10/26/2014,2015,Espanyol,La Coruña,0,0,Tie,0,"22,732",0
Spanish Soccer,10/26/2014,2015,Sevilla,Villarreal,2,1,Home,1,"34,500",0
Spanish Soccer,10/26/2014,2015,Getafe,Atlético Madrid,0,1,Away,0,"9,300",0
Spanish Soccer,10/31/2014,2015,La Coruña,Getafe,1,2,Away,0,"20,150",0
Spanish Soccer,11/1/2014,2015,Granada,Real Madrid,0,4,Away,0,"21,800",0
Spanish Soccer,11/1/2014,2015,Atlético Madrid,Córdoba,4,2,Home,1,"48,600",0
Spanish Soccer,11/1/2014,2015,Barcelona,Celta Vigo,0,1,Away,0,"71,468",0
Spanish Soccer,11/1/2014,2015,Real Sociedad,Málaga,0,1,Away,0,"21,086",0
Spanish Soccer,11/2/2014,2015,Athletic Club,Sevilla,1,0,Home,1,"42,000",0
Spanish Soccer,11/2/2014,2015,Villarreal,Valencia,1,3,Away,0,"23,000",0
Spanish Soccer,11/2/2014,2015,Levante,Almería,2,1,Home,1,"16,000",0
Spanish Soccer,11/2/2014,2015,Elche,Espanyol,2,1,Home,1,"21,472",0
Spanish Soccer,11/3/2014,2015,Rayo Vallecano,Eibar,2,3,Away,0,"10,625",0
Spanish Soccer,11/7/2014,2015,Córdoba,La Coruña,0,0,Tie,0,"15,643",0
Spanish Soccer,11/8/2014,2015,Almería,Barcelona,1,2,Away,0,"12,606",0
Spanish Soccer,11/8/2014,2015,Getafe,Elche,0,0,Tie,0,"6,000",0
Spanish Soccer,11/8/2014,2015,Real Madrid,Rayo Vallecano,5,1,Home,1,"76,842",0
Spanish Soccer,11/8/2014,2015,Málaga,Eibar,2,1,Home,1,"22,600",0
Spanish Soccer,11/8/2014,2015,Celta Vigo,Granada,0,0,Tie,0,"20,000",0
Spanish Soccer,11/9/2014,2015,Sevilla,Levante,1,1,Tie,0,"28,500",0
Spanish Soccer,11/9/2014,2015,Espanyol,Villarreal,1,1,Tie,0,"22,000",0
Spanish Soccer,11/9/2014,2015,Valencia,Athletic Club,0,0,Tie,0,"39,600",0
Spanish Soccer,11/9/2014,2015,Real Sociedad,Atlético Madrid,2,1,Home,1,"22,768",0
Spanish Soccer,11/21/2014,2015,Athletic Club,Espanyol,3,1,Home,1,"28,000",0
Spanish Soccer,11/22/2014,2015,Atlético Madrid,Málaga,3,1,Home,1,"44,200",0
Spanish Soccer,11/22/2014,2015,Eibar,Real Madrid,0,4,Away,0,"5,859",0
Spanish Soccer,11/22/2014,2015,Barcelona,Sevilla,5,1,Home,1,"78,283",0
Spanish Soccer,11/22/2014,2015,La Coruña,Real Sociedad,0,0,Tie,0,"18,521",0
Spanish Soccer,11/23/2014,2015,Rayo Vallecano,Celta Vigo,1,0,Home,1,"7,100",0
Spanish Soccer,11/23/2014,2015,Levante,Valencia,2,1,Home,1,"17,200",0
Spanish Soccer,11/23/2014,2015,Elche,Córdoba,2,2,Tie,0,"22,636",0
Spanish Soccer,11/23/2014,2015,Villarreal,Getafe,2,1,Home,1,"19,500",0
Spanish Soccer,11/24/2014,2015,Granada,Almería,0,0,Tie,0,"16,500",0
Spanish Soccer,11/28/2014,2015,Real Sociedad,Elche,3,0,Home,1,"17,000",0
Spanish Soccer,11/29/2014,2015,Getafe,Athletic Club,1,2,Away,0,"8,100",0
Spanish Soccer,11/29/2014,2015,Espanyol,Levante,2,1,Home,1,"12,723",0
Spanish Soccer,11/29/2014,2015,Málaga,Real Madrid,1,2,Away,0,"29,025",0
Spanish Soccer,11/29/2014,2015,Celta Vigo,Eibar,0,1,Away,0,"16,000",0
Spanish Soccer,11/30/2014,2015,Atlético Madrid,La Coruña,2,0,Home,1,"45,000",0
Spanish Soccer,11/30/2014,2015,Sevilla,Granada,5,1,Home,1,"30,347",0
Spanish Soccer,11/30/2014,2015,Córdoba,Villarreal,0,2,Away,0,"15,998",0
Spanish Soccer,11/30/2014,2015,Valencia,Barcelona,0,1,Away,0,"51,200",0
Spanish Soccer,12/1/2014,2015,Almería,Rayo Vallecano,0,1,Away,0,"8,500",0
Spanish Soccer,12/6/2014,2015,Elche,Atlético Madrid,0,2,Away,0,"18,290",0
Spanish Soccer,12/6/2014,2015,Athletic Club,Córdoba,0,1,Away,0,"38,500",0
Spanish Soccer,12/6/2014,2015,Real Madrid,Celta Vigo,3,0,Home,1,"80,300",0
Spanish Soccer,12/6/2014,2015,La Coruña,Málaga,0,1,Away,0,"19,000",0
Spanish Soccer,12/7/2014,2015,Rayo Vallecano,Sevilla,0,1,Away,0,"11,604",0
Spanish Soccer,12/7/2014,2015,Barcelona,Espanyol,5,1,Home,1,"76,057",0
Spanish Soccer,12/7/2014,2015,Villarreal,Real Sociedad,4,0,Home,1,"16,000",0
Spanish Soccer,12/7/2014,2015,Granada,Valencia,1,1,Tie,0,"18,300",0
Spanish Soccer,12/8/2014,2015,Eibar,Almería,5,2,Home,1,"4,200",0
Spanish Soccer,12/8/2014,2015,Levante,Getafe,1,1,Tie,0,"13,582",0
Spanish Soccer,12/12/2014,2015,Almería,Real Madrid,1,4,Away,0,"15,000",0
Spanish Soccer,12/13/2014,2015,Getafe,Barcelona,0,0,Tie,0,"9,500",0
Spanish Soccer,12/13/2014,2015,Valencia,Rayo Vallecano,3,0,Home,1,"41,000",0
Spanish Soccer,12/13/2014,2015,Córdoba,Levante,0,0,Tie,0,"14,000",0
Spanish Soccer,12/13/2014,2015,Málaga,Celta Vigo,1,0,Home,1,"27,000",0
Spanish Soccer,12/14/2014,2015,Espanyol,Granada,2,1,Home,1,"18,405",0
Spanish Soccer,12/14/2014,2015,Sevilla,Eibar,0,0,Tie,0,"20,000",0
Spanish Soccer,12/14/2014,2015,Atlético Madrid,Villarreal,0,1,Away,0,"37,000",0
Spanish Soccer,12/14/2014,2015,Real Sociedad,Athletic Club,1,1,Tie,0,"26,651",0
Spanish Soccer,12/15/2014,2015,La Coruña,Elche,1,0,Home,1,"14,167",0
Spanish Soccer,12/19/2014,2015,Celta Vigo,Almería,0,1,Away,0,"13,200",0
Spanish Soccer,12/20/2014,2015,Barcelona,Córdoba,5,0,Home,1,"60,066",0
Spanish Soccer,12/20/2014,2015,Levante,Real Sociedad,1,1,Tie,0,"16,800",0
Spanish Soccer,12/20/2014,2015,Eibar,Valencia,0,1,Away,0,"4,700",0
Spanish Soccer,12/20/2014,2015,Rayo Vallecano,Espanyol,1,3,Away,0,"7,776",0
Spanish Soccer,12/21/2014,2015,Villarreal,La Coruña,3,0,Home,1,"16,000",0
Spanish Soccer,12/21/2014,2015,Granada,Getafe,1,1,Tie,0,"19,600",0
Spanish Soccer,12/21/2014,2015,Elche,Málaga,1,2,Away,0,"24,134",0
Spanish Soccer,12/21/2014,2015,Athletic Club,Atlético Madrid,1,4,Away,0,"46,500",0
Spanish Soccer,1/3/2015,2015,Atlético Madrid,Levante,3,1,Home,1,"52,163",0
Spanish Soccer,1/3/2015,2015,Sevilla,Celta Vigo,1,0,Home,1,"31,253",0
Spanish Soccer,1/3/2015,2015,Elche,Villarreal,2,2,Tie,0,"18,283",0
Spanish Soccer,1/3/2015,2015,La Coruña,Athletic Club,1,0,Home,1,"16,200",0
Spanish Soccer,1/3/2015,2015,Málaga,Almería,1,2,Away,0,"19,500",0
Spanish Soccer,1/4/2015,2015,Getafe,Rayo Vallecano,1,2,Away,0,"6,500",0
Spanish Soccer,1/4/2015,2015,Valencia,Real Madrid,2,1,Home,1,"54,800",0
Spanish Soccer,1/4/2015,2015,Espanyol,Eibar,1,2,Away,0,"19,136",0
Spanish Soccer,1/4/2015,2015,Real Sociedad,Barcelona,1,0,Home,1,"28,748",0
Spanish Soccer,1/5/2015,2015,Córdoba,Granada,2,0,Home,1,"18,600",0
Spanish Soccer,1/9/2015,2015,Levante,La Coruña,0,0,Tie,0,"12,560",0
Spanish Soccer,1/10/2015,2015,Real Madrid,Espanyol,3,0,Home,1,"74,896",0
Spanish Soccer,1/10/2015,2015,Málaga,Villarreal,1,1,Tie,0,"22,077",0
Spanish Soccer,1/10/2015,2015,Celta Vigo,Valencia,1,1,Tie,0,"19,218",0
Spanish Soccer,1/10/2015,2015,Eibar,Getafe,2,1,Home,1,"4,115",0
Spanish Soccer,1/11/2015,2015,Almería,Sevilla,0,2,Away,0,"12,703",0
Spanish Soccer,1/11/2015,2015,Athletic Club,Elche,1,2,Away,0,"40,000",0
Spanish Soccer,1/11/2015,2015,Granada,Real Sociedad,1,1,Tie,0,"14,637",0
Spanish Soccer,1/11/2015,2015,Barcelona,Atlético Madrid,3,1,Home,1,"81,658",0
Spanish Soccer,1/12/2015,2015,Rayo Vallecano,Córdoba,0,1,Away,0,"10,620",0
Spanish Soccer,1/16/2015,2015,Córdoba,Eibar,1,1,Tie,0,"16,131",0
Spanish Soccer,1/17/2015,2015,Real Sociedad,Rayo Vallecano,0,1,Away,0,"21,542",0
Spanish Soccer,1/17/2015,2015,Valencia,Almería,3,2,Home,1,"43,391",0
Spanish Soccer,1/17/2015,2015,Villarreal,Athletic Club,2,0,Home,1,"16,108",0
Spanish Soccer,1/17/2015,2015,Espanyol,Celta Vigo,1,0,Home,1,"12,710",0
Spanish Soccer,1/18/2015,2015,Getafe,Real Madrid,0,3,Away,0,"10,591",0
Spanish Soccer,1/18/2015,2015,Atlético Madrid,Granada,2,0,Home,1,"42,000",0
Spanish Soccer,1/18/2015,2015,La Coruña,Barcelona,0,4,Away,0,"25,173",0
Spanish Soccer,1/18/2015,2015,Elche,Levante,1,0,Home,1,"14,726",0
Spanish Soccer,1/18/2015,2015,Sevilla,Málaga,2,0,Home,1,"23,719",0
Spanish Soccer,1/24/2015,2015,Córdoba,Real Madrid,1,2,Away,0,"21,495",0
Spanish Soccer,1/24/2015,2015,Elche,Barcelona,0,6,Away,0,"28,235",0
Spanish Soccer,1/24/2015,2015,Atlético Madrid,Rayo Vallecano,3,1,Home,1,"37,202",0
Spanish Soccer,1/24/2015,2015,Villarreal,Levante,1,0,Home,1,"12,284",0
Spanish Soccer,1/24/2015,2015,Real Sociedad,Eibar,1,0,Home,1,"22,368",0
Spanish Soccer,1/25/2015,2015,La Coruña,Granada,2,2,Tie,0,"18,827",0
Spanish Soccer,1/25/2015,2015,Athletic Club,Málaga,1,1,Tie,0,"41,200",0
Spanish Soccer,1/25/2015,2015,Espanyol,Almería,3,0,Home,1,"16,792",0
Spanish Soccer,1/25/2015,2015,Valencia,Sevilla,3,1,Home,1,"46,704",0
Spanish Soccer,1/26/2015,2015,Getafe,Celta Vigo,2,1,Home,1,"4,570",0
Spanish Soccer,1/30/2015,2015,Rayo Vallecano,La Coruña,1,2,Away,0,"10,724",0
Spanish Soccer,1/31/2015,2015,Real Madrid,Real Sociedad,4,1,Home,1,"71,653",0
Spanish Soccer,1/31/2015,2015,Eibar,Atlético Madrid,1,3,Away,0,"4,238",0
Spanish Soccer,1/31/2015,2015,Granada,Elche,1,0,Home,1,"15,230",0
Spanish Soccer,1/31/2015,2015,Celta Vigo,Córdoba,1,0,Home,1,"15,502",0
Spanish Soccer,2/1/2015,2015,Levante,Athletic Club,0,2,Away,0,"16,116",0
Spanish Soccer,2/1/2015,2015,Almería,Getafe,1,0,Home,1,"8,575",0
Spanish Soccer,2/1/2015,2015,Sevilla,Espanyol,3,2,Home,1,"27,955",0
Spanish Soccer,2/1/2015,2015,Barcelona,Villarreal,3,2,Home,1,"60,005",0
Spanish Soccer,2/2/2015,2015,Málaga,Valencia,1,0,Home,1,"20,191",0
Spanish Soccer,2/4/2015,2015,Real Madrid,Sevilla,2,1,Home,1,"67,126",0
Spanish Soccer,2/6/2015,2015,La Coruña,Eibar,2,0,Home,1,"16,898",0
Spanish Soccer,2/7/2015,2015,Atlético Madrid,Real Madrid,4,0,Home,1,"52,063",0
Spanish Soccer,2/7/2015,2015,Villarreal,Granada,2,0,Home,1,"12,419",0
Spanish Soccer,2/7/2015,2015,Levante,Málaga,4,1,Home,1,"10,558",0
Spanish Soccer,2/7/2015,2015,Real Sociedad,Celta Vigo,1,1,Tie,0,"14,836",0
Spanish Soccer,2/8/2015,2015,Córdoba,Almería,1,2,Away,0,"17,117",0
Spanish Soccer,2/8/2015,2015,Getafe,Sevilla,2,1,Home,1,"6,386",0
Spanish Soccer,2/8/2015,2015,Espanyol,Valencia,1,2,Away,0,"18,752",0
Spanish Soccer,2/8/2015,2015,Athletic Club,Barcelona,2,5,Away,0,"44,521",0
Spanish Soccer,2/9/2015,2015,Elche,Rayo Vallecano,2,0,Home,1,"14,162",0
Spanish Soccer,2/13/2015,2015,Almería,Real Sociedad,2,2,Tie,0,"8,875",0
Spanish Soccer,2/14/2015,2015,Sevilla,Córdoba,3,0,Home,1,"29,850",0
Spanish Soccer,2/14/2015,2015,Real Madrid,La Coruña,2,0,Home,1,"73,671",0
Spanish Soccer,2/14/2015,2015,Granada,Athletic Club,0,0,Tie,0,"14,872",0
Spanish Soccer,2/14/2015,2015,Málaga,Espanyol,0,2,Away,0,"16,181",0
Spanish Soccer,2/15/2015,2015,Valencia,Getafe,1,0,Home,1,"48,245",0
Spanish Soccer,2/15/2015,2015,Barcelona,Levante,5,0,Home,1,"74,963",0
Spanish Soccer,2/15/2015,2015,Rayo Vallecano,Villarreal,2,0,Home,1,"10,914",0
Spanish Soccer,2/15/2015,2015,Celta Vigo,Atlético Madrid,2,0,Home,1,"22,099",0
Spanish Soccer,2/16/2015,2015,Eibar,Elche,0,1,Away,0,"4,109",0
Spanish Soccer,2/20/2015,2015,Getafe,Espanyol,2,1,Home,1,"9,614",0
Spanish Soccer,2/21/2015,2015,Barcelona,Málaga,0,1,Away,0,"78,276",0
Spanish Soccer,2/21/2015,2015,Córdoba,Valencia,1,2,Away,0,"17,036",0
Spanish Soccer,2/21/2015,2015,Atlético Madrid,Almería,3,0,Home,1,"44,000",0
Spanish Soccer,2/21/2015,2015,La Coruña,Celta Vigo,0,2,Away,0,"30,334",0
Spanish Soccer,2/22/2015,2015,Real Sociedad,Sevilla,4,3,Home,1,"21,378",0
Spanish Soccer,2/22/2015,2015,Athletic Club,Rayo Vallecano,1,0,Home,1,"40,413",0
Spanish Soccer,2/22/2015,2015,Villarreal,Eibar,1,0,Home,1,"13,980",0
Spanish Soccer,2/22/2015,2015,Elche,Real Madrid,0,2,Away,0,"31,512",0
Spanish Soccer,2/23/2015,2015,Levante,Granada,2,1,Home,1,"12,117",0
Spanish Soccer,2/27/2015,2015,Espanyol,Córdoba,1,0,Home,1,"17,128",0
Spanish Soccer,2/28/2015,2015,Granada,Barcelona,1,3,Away,0,"18,119",0
Spanish Soccer,2/28/2015,2015,Rayo Vallecano,Levante,4,2,Home,1,"10,512",0
Spanish Soccer,2/28/2015,2015,Almería,La Coruña,0,0,Tie,0,"8,979",0
Spanish Soccer,2/28/2015,2015,Málaga,Getafe,3,2,Home,1,"19,939",0
Spanish Soccer,3/1/2015,2015,Valencia,Real Sociedad,2,0,Home,1,"47,007",0
Spanish Soccer,3/1/2015,2015,Eibar,Athletic Club,0,1,Away,0,"5,226",0
Spanish Soccer,3/1/2015,2015,Sevilla,Atlético Madrid,0,0,Tie,0,"35,984",0
Spanish Soccer,3/1/2015,2015,Real Madrid,Villarreal,1,1,Tie,0,"75,108",0
Spanish Soccer,3/2/2015,2015,Celta Vigo,Elche,1,1,Tie,0,"14,386",0
Spanish Soccer,3/6/2015,2015,Levante,Eibar,2,1,Home,1,"16,922",0
Spanish Soccer,3/7/2015,2015,La Coruña,Sevilla,3,4,Away,0,"21,555",0
Spanish Soccer,3/7/2015,2015,Athletic Club,Real Madrid,1,0,Home,1,"48,437",0
Spanish Soccer,3/7/2015,2015,Elche,Almería,1,0,Home,1,"23,127",0
Spanish Soccer,3/7/2015,2015,Granada,Málaga,1,0,Home,1,"16,374",0
Spanish Soccer,3/8/2015,2015,Barcelona,Rayo Vallecano,6,1,Home,1,"87,151",0
Spanish Soccer,3/8/2015,2015,Real Sociedad,Espanyol,1,0,Home,1,"23,329",0
Spanish Soccer,3/8/2015,2015,Villarreal,Celta Vigo,4,1,Home,1,"14,366",0
Spanish Soccer,3/8/2015,2015,Atlético Madrid,Valencia,1,1,Tie,0,"51,180",0
Spanish Soccer,3/9/2015,2015,Córdoba,Getafe,1,2,Away,0,"15,183",0
Spanish Soccer,3/13/2015,2015,Valencia,La Coruña,2,0,Home,1,"40,247",0
Spanish Soccer,3/14/2015,2015,Espanyol,Atlético Madrid,0,0,Tie,0,"22,538",0
Spanish Soccer,3/14/2015,2015,Eibar,Barcelona,0,2,Away,0,"5,439",0
Spanish Soccer,3/14/2015,2015,Rayo Vallecano,Granada,3,1,Home,1,"10,952",0
Spanish Soccer,3/14/2015,2015,Celta Vigo,Athletic Club,1,2,Away,0,"18,656",0
Spanish Soccer,3/15/2015,2015,Almería,Villarreal,0,0,Tie,0,"9,479",0
Spanish Soccer,3/15/2015,2015,Málaga,Córdoba,2,0,Home,1,"24,547",0
Spanish Soccer,3/15/2015,2015,Sevilla,Elche,3,0,Home,1,"31,324",0
Spanish Soccer,3/15/2015,2015,Real Madrid,Levante,2,0,Home,1,"64,861",0
Spanish Soccer,3/16/2015,2015,Getafe,Real Sociedad,0,1,Away,0,"5,500",0
Spanish Soccer,3/20/2015,2015,Elche,Valencia,0,4,Away,0,"26,510",0
Spanish Soccer,3/21/2015,2015,Atlético Madrid,Getafe,2,0,Home,1,"38,673",0
Spanish Soccer,3/21/2015,2015,Rayo Vallecano,Málaga,1,0,Home,1,"9,110",0
Spanish Soccer,3/21/2015,2015,Levante,Celta Vigo,0,1,Away,0,"11,463",0
Spanish Soccer,3/21/2015,2015,Athletic Club,Almería,2,1,Home,1,"35,429",0
Spanish Soccer,3/21/2015,2015,Granada,Eibar,0,0,Tie,0,"15,203",0
Spanish Soccer,3/22/2015,2015,La Coruña,Espanyol,0,0,Tie,0,"19,957",0
Spanish Soccer,3/22/2015,2015,Villarreal,Sevilla,0,2,Away,0,"9,788",0
Spanish Soccer,3/22/2015,2015,Real Sociedad,Córdoba,3,1,Home,1,"21,169",0
Spanish Soccer,3/22/2015,2015,Barcelona,Real Madrid,2,1,Home,1,"98,760",0
Spanish Soccer,4/3/2015,2015,Eibar,Rayo Vallecano,1,2,Away,0,"4,023",0
Spanish Soccer,4/4/2015,2015,Sevilla,Athletic Club,2,0,Home,1,"27,752",0
Spanish Soccer,4/4/2015,2015,Córdoba,Atlético Madrid,0,2,Away,0,"17,659",0
Spanish Soccer,4/4/2015,2015,Almería,Levante,1,4,Away,0,"9,603",0
Spanish Soccer,4/4/2015,2015,Málaga,Real Sociedad,1,1,Tie,0,"20,499",0
Spanish Soccer,4/5/2015,2015,Real Madrid,Granada,9,1,Home,1,"71,863",0
Spanish Soccer,4/5/2015,2015,Valencia,Villarreal,0,0,Tie,0,"41,830",0
Spanish Soccer,4/5/2015,2015,Getafe,La Coruña,2,1,Home,1,"6,287",0
Spanish Soccer,4/5/2015,2015,Celta Vigo,Barcelona,0,1,Away,0,"23,759",0
Spanish Soccer,4/6/2015,2015,Espanyol,Elche,1,1,Tie,0,"13,892",0
Spanish Soccer,4/7/2015,2015,Atlético Madrid,Real Sociedad,2,0,Home,1,"40,238",0
Spanish Soccer,4/7/2015,2015,Eibar,Málaga,1,0,Home,1,"4,008",0
Spanish Soccer,4/7/2015,2015,Levante,Sevilla,1,2,Away,0,"11,484",0
Spanish Soccer,4/8/2015,2015,Barcelona,Almería,4,0,Home,1,"73,837",0
